Text,label
"Appreciate the nature of algebraic proofs, be able to use a variety of proof-techniques unique to working with groups;",Understand
"Appreciate the nature, form, complexity and limits to rules as a tool of government",Understand
Appreciate the need for a comparative understanding of criminology in historical and current social perspectives;,Understand
Appreciate the need for advanced approximate methods in applied mathematics when exact solutions are not available and for when numerical solution requires asymptotic boundary conditions,Understand
Appreciate the need for sustainable development and assess the environmental impact of engineering projects in the context of sustainable development.,Understand
Appreciate the occurrence of gases and particulate matter in confined spaces and select appropriate control strategies.,Understand
Appreciate the peculiarities of the contemporary migrant experience;,Understand
Appreciate the physical basis behind hydropower,Understand
"appreciate the potential and limits of macroeconomic policies to achieve development goals, employment objectives and macroeconomic stability, and evaluate policy options and trade-offs considering real world constraints",Understand
Appreciate the potential role of genetic manipulation to produce novel plant products of potential economic importance;,Understand
Appreciate the power of mathematics and its applications;,Understand
"Appreciate the practical and theoretical nature of industrial design, in particular the intimate relationship between rational processes and inspirational factors in design;",Understand
appreciate the principal differences in the social and business environment between developing and fully developed economies,Understand
Appreciate the processes and limitations of different sampling methods.,Understand
"Appreciate the properties of the three basic types of linear second-order partial differential equations, including suitable initial and/or boundary conditions;",Understand
Appreciate the range of factors than may influence the vulnerability of particular regions or communities to hazardous environmental processes,Understand
Appreciate the relationship between design and other disciplines that interface with design;,Understand
appreciate the relationship between the changing face of organisations into today's business environment and the need for managers to attend to organisational wellness,Understand
"Appreciate the relevance of probability models to a variety of areas including Science, Engineering, Actuarial Science and Finance;",Understand
appreciate the relevance of quantitative analytical techniques in solving business decision problems,Understand
Appreciate the rich mathematical structure of the real numbers;,Understand
Appreciate the risk and uncertainty associated with rock mechanics decision-making.,Understand
Appreciate the role of combinatorics in other areas of mathematics.,Understand
appreciate the role of economic policy in the short and long-run,Understand
Appreciate the role of graph theory in other areas of mathematics.,Understand
Appreciate the role of modern techniques including non-parametric smoothing and variance components models.,Understand
"Appreciate the role of newer techniques including parametric non-modelling, floating odds ratios and competing risks.",Understand
appreciate the role of scientific research in the field of psychology,Understand
Appreciate the role of simulation in demonstrating and explaining statistical concepts.,Understand
Appreciate the role of the community and stakeholders in contemporary traffic management.,Understand
"Appreciate the role prior distributions and have a thorough understanding of the connection between Bayesian methods and standard 'classical' approaches to statistics, especially those based on likelihood methods.",Understand
"Appreciate the role that differential equations and their solutions play in the scientific process, in particular their use as a tool to model physical systems and allow predictions to be made and tested.",Understand
"appreciate the role that problem-oriented or solution-focused courts have in relation to the sentencing of drug dependent or mentally disordered persons, family violence offenders and Koorie offenders;",Understand
"Appreciate the role, limitations and complexity of using research evidence to improve practice and develop policy",Understand
appreciate the specific and practical challenges and opportunities involved in the different dimensions of 'creative city' initiatives;,Understand
Appreciate the steps involved in developing and commercialising technology and the value of scientific skills in this process.,Understand
"Appreciate the tools used by chemists to design, prepare and study novel carbon based molecules and metal complexes;",Understand
appreciate the value of informed group discussion in evaluating psychological research and interventions,Understand
"Appreciate through group-based assignments, an understanding of the design process involving ethical conduct, teamwork spirits, leadership and the need for attention to detail.",Understand
"Appreciate why the energy landscape is changing and the role materials will play in alternate energy technologies in the broad areas of energy production, storage and conversion.",Understand
"Appreciates heath economic considerations for a medical technology, therapeutic or diagnostic test.",Understand
Appreciation for the importance and application of occupational health and safety procedures,Understand
Appreciation of the inter-relationship between evolving media technologies and digital literary genres from 1980s to the present;,Understand
Appreciation of the relationship of transport/traffic engineering to the profession of civil engineering,Understand
"Apprehend the significance of ethics, laboratory etiquette and adherence to OHS",Understand
"Approach and analyse the international issue of drugs through the eyes and interests of specific communities and actors, and not just through the singular lens of universalism;",Analyze
Approach art history with an appreciation for the social and political forces that inform art practice;,Apply
"Approach contemporary art practice and aesthetics with challenge and vigour, and be able to establish a personalised and informed discourse within the context of fine art practice;",Create
"Approach new problems and find solutions on the basis of general principles, and evaluate the appropriateness of their proposed models or solutions.",Evaluate
approach problems with an empathetic nature and show that you have an ability to communicate with a broad range of audiences,Apply
Appropriately and correctly use technical terms associated with analytical toxicology;,Apply
"Appropriately and effectively communicate with patients, carers and other health professionals to ensure a collaborative approach to optimising patient outcomes.",Create
"Appropriately and effectively communicate with patients, carers and other health professionals, to ensure a collaborative approach to optimising patient outcomes.",Create
Appropriately score and interpret data from cognitive and personality assessments and integrate these within client case formulations,Evaluate
Aquired the skills relevant to group work.,Understand
argue about the role of resources in economic development,Evaluate
argue both the contributions and criticisms associated with globalisation,Evaluate
Argue for and against ethical concerns raised by current and future ART practices,Evaluate
"Argue for or against the contemporary development paradigm as we know it, with an appropriate degree of personal and socio-political reflection.",Evaluate
Argue the logic of your research process;,Evaluate
Argue the relevance of ongoing self-reflection for the advancement of your psychotherapy practice throughout your career.,Evaluate
"Arrange appropriate environments and use strategies for sensitive and effective communication and interaction with others in clinical environments (patients and carers, peers and health care professionals)",Understand
"Arrange appropriate environments and use strategies for sensitive and effective communication and interaction with others in clinical environments (patients and carers, peers and health care professionals)Themeslabel Theme I",Apply
Articulate a coherent position about a current issue relating to freedom of expression,Understand
"articulate a comprehensive and critical understanding of historical, contextual and political influences on leadership for social justice in educational settings",Understand
Articulate a critical understanding of the sociological imagination or perspective on youth issues;,Understand
Articulate a framework of personal practice using critical reflection and research.,Understand
articulate a good understanding of the sociological imagination or perspective,Understand
Articulate a good understanding of the sociological imagination or perspective on youth issues;,Understand
Articulate a personal aesthetic that responds to contemporary discourse in design;,Understand
"Articulate a personal aesthetic, cultural and social position relative to it;",Understand
Articulate a personal philosophy of learner-centred education,Understand
Articulate a personal philosophy of music education;,Understand
articulate a professional code of ethics pertaining to educational leadership,Understand
Articulate a reflective understanding of their experience and assumptions with respect to health and the practice of care.,Understand
Articulate a scientific question from the review of literature;,Understand
Articulate a scientific question from the review of literature.,Understand
articulate a socio-critical perspective of Health and Physical Education (HPE) as a curriculum area,Understand
"Articulate an advanced understanding of the roles of literature, film, arts and other media in shaping dominant modes of remembering conflict;",Understand
articulate an answer to an inquiry question that is based on the literature review,Understand
articulate an answer to the inquiry question grounded in the review,Understand
articulate an answer to your inquiry question that is based on this review.,Understand
Articulate an informed position in relation to key issues in communication design discourse;,Understand
Articulate an informed rationale for each communication design solution;,Understand
Articulate and advise on risks and opportunities involved in entrepreneurship from the initial concept through development to commercialisation.,Understand
Articulate and apply an advanced understanding of theories of Global Communications with reference to national and international economy and politics;,Understand
"Articulate and apply principles of international criminal law; and, in terms of those principles, critically evaluate the doctrines and processes of international criminal justice as they have developed historically.",Understand
"Articulate and apply principles of international criminal law; and, in terms of those principles, critically evaluate the doctrines and processes of international criminal law as they have developed historically.",Understand
articulate and apply strategies to engage with parents and carers to support approaches to inclusive health and physical education delivery,Understand
articulate and apply the concept of design in the process of creating texts.,Understand
"Articulate and apply the fundamental principles of negligence law, false imprisonment, trespass to land and nuisance, including defences and remedies",Understand
Articulate and apply the international law of the sea as a body of rules to legal problems;,Understand
articulate and apply theoretical frameworks in the analysis of cultural texts;,Understand
articulate and apply your understanding of a constructivist perspective of learning in biology,Understand
articulate and apply your understanding of a constructivist perspective of learning in physics,Understand
Articulate and communicate complex knowledge and ideas;,Understand
"Articulate and contrast contemporary developmental lifespan concepts, theories and research",Understand
"Articulate and contrast contemporary developmental lifespan concepts, theories and research;",Understand
"Articulate and critically analyse the diverse cultural, philosophical, political and legal origins of human rights",Understand
"Articulate and critically analyse the key doctrines of equity, their relationship to common law, their development in Australia, and their theoretical underpinnings, with reference to international and comparative perspectives;",Understand
articulate and critically analyse the reasons why global commercial regulation produces different regulatory outcomes across Asia,Understand
Articulate and critically compare aspects of Asian law and legal institutions with Australian counterparts;,Understand
Articulate and critically examine contemporary issues relating to the Australian constitutional system;,Understand
Articulate and critically examine the fundamental policy issues in this area.,Understand
"Articulate and critically examine the purposes and scope of the fundamental constitutional rules that govern the relationships between Parliament, the executive and the judiciary",Understand
"Articulate and critically examine the purposes and scope of the fundamental constitutional rules that govern the relationships between Parliament, the executive and the judiciary;",Understand
"articulate and critically examine the role and law of trusts in in a broader commercial, social and regulatory context, the methods of creating them and the rights and obligations of parties;",Understand
"articulate and demonstrate an ability to critically engage with approaches that aim to form effective partnerships between early childhood settings, families and communities",Understand
"articulate and demonstrate an ability to critically engage with quality and how reflexive leaders can lead education programs with children, families and communities as a team.",Understand
Articulate and demonstrate the principles used to manage a medical emergency in all age groups within an emergency department.,Understand
articulate and demonstrate your professional values and commitment to advocating for the profession through key policy drivers as a means to secure social justice and sustainable futures for children and the profession.,Understand
Articulate and demonstrate your professional values and commitment to education as a means to secure social justice and sustainable futures for children.,Understand
articulate and devise strategies to implement key curriculum priorities in health and physical education in primary and/or secondary school settings,Understand
Articulate and devise strategies to implement key priorities in primary and secondary school settings,Understand
"Articulate and engage critical dialogue and research surrounding methods, design and materials;",Understand
Articulate and investigate conceptual and practical challenges and issues in cultural development and sustainability;,Understand
"Articulate and justify the adoption of explanatory theories, practice tools or therapeutic framework applied to case conceptualisations across contexts",Understand
articulate and plan personal leadership growth and development,Understand
articulate and present their ideas in a succinct and convincing manner.,Understand
"articulate and respond to political, social and cultural factors influencing HPE",Understand
Articulate and synthesize the objectives and practice approaches in the service system constructed to meet these mental health challenges and needs.,Understand
"Articulate broad connections between history, cultural identity and expression and access to land, resources and political power;",Understand
"Articulate clear research aims, methods and rationale.",Understand
articulate competently current pedagogical approaches to transitions and change and use this knowledge to identify and articulate your ongoing professional learning needs in this area,Understand
"Articulate contemporary developments in the law and practice of ""sports law"" as well as an insight into the future direction of the law;",Understand
"Articulate critical analyses in systematic written argument, and in clear and confident oral presentations.",Understand
Articulate current issues in fine art and various modes of professional practice and recognise the potential to ethically produce artworks within the framework of contemporary culture;,Understand
Articulate different approaches and paradigms in translation studies using a metalanguage;,Understand
"Articulate different approaches to and practices of development, and to evaluate various alternatives in light of the most recent scholarly work on contemporary uneven development;",Understand
Articulate ethical and legal issues pertinent to project work;,Understand
Articulate form and space through the drawing process;,Understand
Articulate fundamental scientific knowledge of biodiversity and ecosystem services to a multidisciplinary audience.,Understand
Articulate funding systems and submission processes in health care;,Understand
Articulate how an understanding of lifespan and attachment theories can be included in a practical framework for counselling.,Understand
articulate how an understanding of lifespan and attachment theories can be included in a practical framework for counselling.,Understand
articulate how an understanding of lifespan and attachment theory can be included in a practice framework for counselling.,Understand
Articulate how bacteria respond to changes in their environment by regulating gene expression;,Understand
"Articulate how different dimensions of diversity (gender, ethnicity, disability, sexuality and social class) can impact on young people's experiences of inclusion/exclusion in health and physical education (HPE), sport and physical activity",Understand
"Articulate how evolutionary processes have affected and continue to affect the environment in which we live, as well as human health and behaviour;",Understand
"articulate how historical interpretations and applications of sport and exercise science knowledge have been critiqued, challenged and reinterpreted",Understand
"articulate how the body, mind and environment interact in dynamic ways to impact movement outcomes",Understand
"Articulate how the body, mind and environment interact in dynamic ways to impact movement outcomes",Understand
"articulate how you have extended your current knowledge, skills and abilities needed as a science educator",Understand
"Articulate how you have extended your current knowledge, skills and abilities needed as a STEM educator",Understand
"articulate how young people's physical, social and intellectual development influences learning",Understand
articulate how your learning experiences in the unit relate to teaching and learning mathematics in early childhood settings and primary schools.,Understand
"Articulate how your learning experiences in the unit relate to teaching, learning and leadership in primary schools.",Understand
"Articulate ideas and arguments effectively in written, spoken, visual and/or audio-visual forms",Understand
articulate important biophysical theory and content knowledge,Understand
Articulate interpretations of the literature or curatorial practice in yout chosen field.,Understand
Articulate issues related to justice and act as an advocate within the health system,Understand
Articulate key concepts and methods for understanding cultural difference;,Understand
articulate key concepts concerning the operation of the tax system and evaluate these concepts within a theoretical and practical framework;,Understand
"Articulate key concepts concerning the operation of the tax system and evaluate these concepts within theoretical, policy, constitutional and commercial contexts;",Understand
articulate key concepts through verbal and visual presentations,Understand
articulate key differences between two or more approaches to the study of language and society;,Understand
"articulate key features of ‘big data' versus traditional data, together with the opportunities and challenges that big data present to business and society",Understand
Articulate major concepts and theories informing group and community work in social work practice.,Understand
Articulate mental health practice and policy frameworks in Australia.,Understand
"Articulate reasoned opinions as to whether the laws studied strike an appropriate balance between freedom of speech and other important public interests such as the administration of justice, national security and the protection of citizens from offensive material.",Understand
Articulate risks and opportunities involved in entrepreneurship from the initial concept through development to commercialisation.,Understand
articulate solutions to significant research problems using key paradigms in the Accounting Information Systems discipline,Understand
Articulate strategies for establishing entrepreneurial businesses;,Understand
articulate strategies used by songwriters to convey musical ideas.,Understand
"Articulate the advantages provided by the use of model laboratory organisms to investigate molecular, cellular and developmental processes;",Understand
"articulate the aims, rationale, and defining characteristics of the Sport Education model",Understand
Articulate the attributes that define a profession and the conduct of professionalism,Understand
Articulate the background and nature of international refugee law.,Understand
Articulate the central technical challenges of distributed reactive software systems and corresponding solution design patterns;,Understand
Articulate the concept of cultural humility as a process of lifelong learning.,Understand
Articulate the concept of stationary time series;,Understand
"Articulate the connection between the rule of law, civil society and emerging technologies.",Understand
Articulate the connections between robust curriculum development and innovative practice,Understand
Articulate the core concept of their business plan in a pitch;,Understand
Articulate the depth and complexity of use of self in professional practice,Understand
articulate the design aspects of an inquiry project in order to secure appropriate evidence to use to examine the challenge,Understand
Articulate the design production to a sophisticated level of understanding and skill;,Understand
Articulate the difference between pointwise and uniform convergence for functions of one variable;,Understand
"Articulate the difficulties inherent in medical evaluations of complex situations involving suspicions of child abuse, emphasising on the strengths and limitations of medical investigations, and the methods used to present complex medical information to others.",Understand
Articulate the distinction between numeracy and mathematics,Understand
Articulate the ethical considerations in promoting ethical conduct in health research;,Understand
Articulate the ethical considerations in promoting ethical conduct in research.,Understand
Articulate the ethical values relevant in the rapid development of communication and media with particular attention to the impact of digital technologies;,Understand
Articulate the factors that influence health and mental health needs of clients and propose distinct and distinctive responses to these;,Create
Articulate the factors that influence health and mental health needs of clients and propose distinct and distinctive responses to these.,Create
Articulate the features of an effective community engagement process,Understand
Articulate the functional and structural differences between plants adapted to different environments;,Understand
articulate the fundamental concept associated with rhythmic and expressive movement,Understand
"Articulate the fundamental scientific principles and issues related to climate change, including the differences between mitigation and adaptation policies, to a multidisciplinary audience.",Understand
Articulate the impact of your personal values and biases in the context of the social work assessments and interventions.,Understand
articulate the implications and actions that may address the challenge,Understand
Articulate the implications and applications of research,Understand
Articulate the implications and applications of research.,Understand
Articulate the importance of disruptive and innovative thinking to achieve impact through science.,Understand
"Articulate the importance of research, policy and evaluation on practice",Understand
"Articulate the indications, use of, benefits and harms of psychiatric physical treatments such as electroconvulsive therapy and transcranial magnetic stimulation therapies;",Understand
Articulate the key aspects of the hydrological cycle that control surface and groundwater availability and evaluate approaches used to quantify and predict this.,Understand
articulate the key concepts for young children in each of the mathematics strands and apply these to program planning and evaluation,Understand
"articulate the key concepts, content, and skills of critical and creative thinking",Understand
Articulate the key features of major developments in contemporary creative writing,Understand
Articulate the key features of major developments in contemporary poetics,Understand
articulate the key features of major developments in creative writing;,Understand
"articulate the key features that distinguish formal and informal usage, and different occupational varieties;",Understand
Articulate the link between local and global welfare trends.,Understand
Articulate the management and technical requirements of formal quality accreditation in forensic science laboratories.,Understand
Articulate the mathematical description of fluid motion;,Understand
Articulate the means in mental health practice of family violence prevention.,Understand
"Articulate the molecular, macro, symbolic composition and chemical structure of macro- and micro-nutrients such as carbohydrates, fats, proteins, vitamins, minerals, and additives found in food;",Understand
Articulate the purpose for performing environmental monitoring and the importance of good experimental design and quality assurance in these programmes;,Understand
Articulate the qualities and characteristics of effective ecopedagogy and environmental learning,Understand
"articulate the relationship between inquiry literacy and different forms of disciplinary integration (multidisciplinary, interdisciplinary, transdisciplinary) in both primary and secondary contexts",Understand
Articulate the relevance of psychology to practice including the role of biopsychosocial forces in shaping more approaches to daily life,Understand
articulate the research underpinnings of pedagogical models common to history education and enact effectively such models in diverse learning settings,Understand
Articulate the role of formal logic and verification methods in the system development life cycle;,Understand
"Articulate the role of validation and verification methods in the system development life cycle; key issues in software testing, testing levels and testing techniques;",Understand
"Articulate the salient socio - cultural, economic and political features of contemporary Malaysian society;",Understand
Articulate the specialist applications for specimens in particular types of cases where drug involvement is suspected.,Understand
Articulate the technological characteristics and the relevant applications of multi-slice computed tomography medical imaging systems;,Understand
Articulate the theories and methods relevant to the placement context and critically reflect on their use and application.,Understand
articulate the theories of career development and demonstrate familiarity with career counselling techniques,Understand
"articulate the various influences on education policy, demonstrating an understanding of politics and power as they relate to contemporary education policy",Understand
Articulate the various types of drug interactions of relevance to forensic medicine and their relevance to drug actions.,Understand
"Articulate their learning in respectful, culturally appropriate and sensitive ways.",Understand
Articulate their range of scientific and professional skills through preparation of a job application;,Understand
Articulate their research output in the form of a research paper in a concise and professional manner.,Understand
Articulate theories of adolescent development from a scientific viewpoint,Understand
articulate theories of adolescent development from a scientific viewpoint,Understand
Articulate where leadership opportunities and responsibilities exist within the human services sector.,Understand
"articulate your developing beliefs about curriculum, policy and assessment and compare these with theories found in professional literature",Understand
"articulate your emerging professional learning, identifying significant change moments",Understand
"articulate your professional obligations, emerging orientations and educational philosophies",Understand
Articulate your understanding of the principles of good assessment practices and how they impact learning,Understand
Articulated and critically compared aspects of Asian law and legal institutions with Australian counterparts;,Understand
"As part of a team, research and investigate an area of interest beyond lecture material, involving software simulations and analysis of results.",Analyze
"As part of transactional law, use the knowledge, skills and competencies necessary to engage with entrepreneurship and add value through solving challenges creatively (both in substance and format)",Apply
ask questions about communication patterns in a culture with which they are not (very) familiar;,Apply
"Assemble a basic performance portfolio, identifying their own limitations;",Remember
Assemble and output a complete digital audio/video production;,Create
Assemble from the breadth and diversity of the biomedical sciences thoughtful reasonings and interpretations of research findings to formulate a discussion,Apply
"Assemble, appraise and judge the regulatory frame work for the acquisition and use of genomics data sets",Evaluate
Assess a client's learning needs and use appropriate teaching methods and teaching aids,Evaluate
Assess a typical machine learning model and algorithm;,Evaluate
Assess a typical machine learning model and algorithm;,Evaluate
"assess advanced robotic manufacturing including automatic painting, pick-and-place, materialhandling, automatic burring, and additive manufacturing",Evaluate
"Assess algorithms, programs and solutions for error, stability and accuracy.",Evaluate
Assess and apply various team work and conflict resolution strategies and justify how these skills could be applied in the context of a high performing cross-cultural team.,Evaluate
"Assess and clearly communicate analyses from cardiovascular, perfusion and diffusion studies",Evaluate
"Assess and compare normal genital anatomy and physiology, and interpret abnormal genital findings and pathological conditions;",Evaluate
Assess and compare nutritional and physical activity requirements across the life cycle.,Evaluate
assess and develop competencies in the different communication needs of accountants and their diverse stakeholders,Create
assess and develop dispute resolution systems.,Create
Assess and discuss the capabilities and limitations of an information system;,Evaluate
"Assess and explain key research findings as they relate to effective practice and interventions in criminal justice contexts, including those targeted at reducing the overrepresentation of Aboriginal and Torres Strait Islander peoples in the criminal justice system.",Evaluate
"Assess and interpret the mechanisms of replication, maintenance and transfer of bacterial plasmids;",Evaluate
Assess and interpret the potential environmental impacts arising from waste management and soil remediation practices.,Evaluate
"assess and interpret the relationship between literary texts and their social, economic and political contexts;",Evaluate
Assess and manage occupational health and safety issues related to biotechnology activities in the laboratory and in environmental and industrial settings;,Evaluate
Assess and reflect on his/her own communication competence.,Analyze
"Assess authentically, efficiently and effectively children's mathematics and numeracy learning in formative and summative ways.",Create
"Assess bias, limitations and strengths of various research designs.",Evaluate
"Assess changes in the properties of gases, fluids and solids undergoing changes in temperature and volume.",Evaluate
"Assess client strengths and aspects that require special consideration when engaging clients, tailoring therapeutic relationships and interventions;",Evaluate
Assess clinical leadership readiness and related skill sets of nurses in practice;,Evaluate
Assess commonly used casting and thermomechanical processing techniques.,Evaluate
Assess complex models of chemical processes with an understanding of the mathematical structure of the model and the convergence methods used to obtain the model solution.,Evaluate
"Assess confidence levels, uncertainty, extrapolation of surface observations to the subsurface, and develop rapid 3D visualisation skills.",Create
"Assess consumers' relationships with their environments; and problem solve issues of safety, the promotion of wellness, and advocacy for unmet and special needs.",Evaluate
Assess contemporary issues in public transportation through consideration of different policy perspectives.,Evaluate
Assess contexts in which sustainable development practitioners typically operate and examine the leadership implications.,Evaluate
assess corporate governance and recommend improvements towards best practices,Evaluate
Assess critically the research literature in the field of solid-state lighting to evaluate recent findings and directions in SSL technology,Evaluate
Assess critically the risks for drug interactions and the safe use of psychotropics in complex medical settings;,Evaluate
Assess current and emerging theories of ageing and their relevance to social work.,Evaluate
Assess current industry requirements in terms of skills and knowledge.,Evaluate
"Assess data collected from practical activities and observations to synthesise research briefs and policy recommendations for industry, research and/or government audiences;",Evaluate
Assess data quality and perform error correction for different types of sequence data;,Evaluate
"Assess different components of a road project, within the context of a safe systems approach to design, based on economic, social and environmental considerations",Evaluate
"Assess different components of a road project, within the context of a safe systemsapproach to design, based on economic, social and environmental considerations.",Evaluate
Assess different project management techniques.,Evaluate
"Assess economic factors affecting geothermal energy production, and compare the performance of geothermal systems to other energy sources.",Evaluate
Assess emerging global challenges that compound the impacts of disasters upon populations.,Evaluate
assess environmental impacts of Industry 4.0,Evaluate
Assess environmental problems and design appropriate monitoring programs;,Evaluate
assess evidence supporting various theories and thereby evaluate these theories;,Evaluate
"Assess existing and emerging technology used in the resources industry for the optimisation of cost and production efficiencies, quality and workplace health and safety outputs.",Evaluate
Assess fitness to fly of crew members in a range of aviation operational activities settings.,Evaluate
Assess fluid applications and select appropriate techniques to solve the equations governing fluid behaviour for the design or analysis of those applications.,Evaluate
"assess gender-analytical concepts, methodologies, techniques and tools, including their strengths and limitations;",Evaluate
Assess geotechnical investigation carried out for a civil infrastructure development project.,Evaluate
Assess gestational age and growth in the second and third trimesters and growth disorders in the third trimester;,Evaluate
"Assess how environmental change affects biodiversity, food security, and other ecosystem services.",Evaluate
Assess how interpretation can be affected by the conditioning of the excavator/historian;,Evaluate
Assess how popular music operates as part of local and global media industries;,Evaluate
Assess how responses to disasters and humanitarian crises can effectively meet the needs of different demographic groups;,Evaluate
Assess how smart contracts are executed and the limitations of smart contracts,Evaluate
assess learners and their learning environment,Evaluate
Assess new polymer-based technologies and critique the advantages and disadvantages relevant to other non-polymer based technologies,Evaluate
"Assess novel electrochemical technologies including photo-(electro-catalysis), water splitting and fuel cells.",Evaluate
"Assess nutritional, hydration and exercise requirements for active individuals performing at different sporting activities and levels and develop appropriate exercise and nutrition regimes;",Create
"Assess occupational health and safety hazards, understand ethical conduct, identify hazard leading indicators and justify effective critical controls.",Understand
assess on-the-job performance to create performance goals and expectations,Evaluate
Assess potential hazards using an industry-accepted framework and mitigate these hazards as part of the detailed design process.,Evaluate
Assess power systems subject to symmetrical and unsymmetrical faults.,Evaluate
Assess problems from an engineering perspective and deliberate on the relevant contextual factors. Combine and apply sophisticated data analysis methods and decision-making skills to analyse industrial scenarios and make recommendations that support business growth and development.,Analyze
assess problems from an engineering perspective and deliberate on the relevant contextual factors. Combine and apply sophisticated data analysis methods and decision-making skills to analyse industrial scenarios and make recommendations that support business growth and development.,Analyze
Assess public health programs addressing health issues at a national and global level including the program's capacity to address health inequities and the appropriateness of design,Evaluate
"Assess public transport markets, their influences, trends and sensitivity to both external influences and public transport service change.",Evaluate
Assess pulse width modulation techniques and use them in DC/AC and DC/DC powerconverters.,Evaluate
Assess relevant academic literature and apply the results of the research to the specific issues under reflection,Apply
Assess relevant academic literature and apply the results of the research to the specific issues under reflection.,Apply
assess relevant academic literature and apply the results of the research to the specific issues under review;,Apply
Assess relevant academic literature and apply the results of the research to the specific issues under review.,Apply
assess research design across a range of qualitative research strategies,Evaluate
Assess research design across a range of research strategies and paradigms;,Evaluate
"assess research designs including experimental design, observational studies, case studies, longitudinal analysis and cross-sectional analysis",Evaluate
Assess risk factors and causal pathways leading to important chronic diseases.,Evaluate
Assess risk of bias across quantitative research designs.,Evaluate
Assess roles and types of research questions and develop questions for individual research interests;,Create
Assess sexual violence in a global context;,Evaluate
"Assess situations where child wellbeing is compromised, assess key needs and consider collaborative, evidenced- based interventions that can improve outcomes.",Evaluate
"Assess social psychology and personality theories and approaches in relation to gender, ethnicity and cultural diversity.",Evaluate
Assess some of the key historical developments in Southeast Asia and how these are articulated in its cinema;,Evaluate
Assess space-time coding schemes that are capable of improving the channel capacity of wireless systems.,Evaluate
Assess supply and demand-oriented responses to contemporary urban transport challenges.,Evaluate
"Assess technology building blocks, their functional areas/characteristics and role in the design of emerging intelligent transport system (ITS) applications.",Evaluate
"assess the advantages and limitations of the multilateral trading system in terms of its decision making processes and its agreements (agriculture, services, intellectual property, etc.)",Evaluate
assess the application of management theory to various global cultures,Evaluate
"Assess the application of modern genetic techniques to: i) the characterisation, diagnosis and treatment of human diseases; and ii) the identification of individuals and relationships between individuals by forensic genetics;",Evaluate
"Assess the appropriate optimisation strategy for linear, non-linear, unconstrained, constrained and mixed integer models from a fundamental understanding of functional and constraint convexity, or determine the appropriate evolutionary solution strategy when convexity is not assured.",Evaluate
"assess the appropriateness, types, and use of qualitative and quantitative data collection and analysis techniques as a means of investigating and answering research questions in the management discipline",Evaluate
Assess the assumptions of data required for parametric analyses appropriate to answering specific research questions;,Analyze
Assess the basic performance of global models against observations,Evaluate
Assess the basic performance of global models against observations;,Evaluate
"assess the benefits and limitations of innovative technologies and tools, such as BIM, laser scanning, UAS and VR/AR",Evaluate
Assess the benefits of pre-hospital advanced cardiac life support and the related role of the intensive care paramedic;,Evaluate
Assess the benefits of pre-hospital advanced medical interventions and the related role of the intensive care paramedic in the management of medical conditions;,Evaluate
"Assess the bias of an investigative method, considering gender, class and ethnicity;",Evaluate
Assess the biomass composition balance of a mill and propose opportunities for business growth and development.,Evaluate
"Assess the biopsychosocial development of a child, adolescent and adult using a social work framework and analyse the structural factors that have impacted on the client's biopsychosocial development.",Analyze
Assess the breadth of statistical tests and their applicability to common research methodologies;,Evaluate
Assess the causal pathways leading to important chronic diseases.,Evaluate
"assess the causal relationships between crime, inequality, segregation and the regulation of public space;",Evaluate
"assess the challenges of living ethically within the, at times, competing demands of a globalising society;",Evaluate
Assess the components of advanced secondary wastewater treatment and energy recoveryprocesses and explain the biological processes for the anaerobic treatment of sludge.,Evaluate
Assess the condition of existing infrastructure and noting the commonly observed problems.,Evaluate
Assess the constitutional validity of Commonwealth and Victorian legislation and executive actions.,Evaluate
Assess the core risks associated with the mining systems.,Evaluate
Assess the current explanations for landscape management problems through critical evaluation of the literature and field and laboratory data.,Evaluate
assess the definition and application of ‘youth' as a concept;,Evaluate
"Assess the demand for water, water availability and reliability of supply",Evaluate
"Assess the design problem from an engineering perspective but also deliberate on the relevant social, cultural, environmental, legislative, ethical and business factors.",Evaluate
Assess the detailed basis behind the selection of polymers and processing methods for specific applications and the properties required for their application.,Evaluate
assess the distinct ethical considerations that apply to strategic communications practice;,Apply
"assess the distinct ethical, legal and public interest implications raised by the use of big data;",Evaluate
Assess the economic and environmental costs and benefits of new approaches to agriculture;,Evaluate
"Assess the economic feasibility of a hydro (or pumped hydro) project based on CAPEX, OPEX and projected revenue",Evaluate
"Assess the effects and the characteristics of schooled literacy, second language literacy and biliteracy;",Evaluate
